"area","trait","completeness"
"JNF","Leaf compoundness",0.297071129707113
"EAS","Leaf compoundness",0.625
"MRQ","Leaf compoundness",0.31767955801105
"FAL","Leaf compoundness",0.344262295081967
"KZN","Leaf compoundness",0.547872340425532
"STH","Leaf compoundness",0.402439024390244
"BER","Leaf compoundness",0.678571428571429
"TDC","Leaf compoundness",0.428571428571429
"HMD","Leaf compoundness",0.545454545454545
"KEG","Leaf compoundness",0.5625
"MPE","Leaf compoundness",0.5
"CRZ","Leaf compoundness",0.681818181818182
"SGE","Leaf compoundness",0.652173913043478
"ASC","Leaf compoundness",0.774193548387097
"ASP","Leaf compoundness",0.433333333333333
"SSA","Leaf compoundness",1
"HBI","Leaf compoundness",0.636363636363636
"ANT","Leaf compoundness",1
"BOL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0361250169124611
"AGW","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0321015304217992
"BZL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.022349157054126
"MLY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0239066394742805
"SUM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0219144931433181
"BIS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0193704600484262
"SOL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0196253345227475
"BOR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0120768838237796
"MXE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0490441307843488
"MXS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0440260576991911
"DEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.547724750277469
"FIN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.355291117722057
"FOR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.695530726256983
"GRB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.363817758563352
"ICE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.376590330788804
"IRE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.534303534303534
"NOR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.455775737071049
"SWE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.299892415277031
"AUT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.420373782574362
"BGM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.60559796437659
"CZE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.423766197959746
"GER","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.387235055965706
"HUN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.530153724871896
"NET","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.581081081081081
"POL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.492521739130435
"SWI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.451027091396249
"COR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.458467186782928
"FRA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.30374940673944
"SPA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.251122418437594
"GRC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.271663205588069
"ITA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.316106372303061
"ROM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.449520586576424
"YUG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.331917251570004
"BLT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.609447004608295
"BLR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.71264367816092
"RUC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.52986886838271
"RUE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.436220472440945
"RUN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.445324881141046
"UKR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.452424800491099
"ALT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.32655410590944
"BRY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.320619126589276
"CTA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.310006540222368
"IRK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.349001175088132
"KRA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.335827876520112
"TVA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.302887448438421
"WSB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.398316349136021
"AMU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.307157748436414
"KAM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.271453590192644
"KHA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.256851155292853
"KUR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.266548984995587
"MAG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.2192
"PRM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.248496993987976
"SAK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.283891547049442
"NCS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.326086956521739
"TCS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.240578674763351
"TUR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.144624358845419
"CHC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0555080267726838
"CHI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.247648902821317
"CHM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.249193548387097
"CHX","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.194669756662804
"MON","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.225008471704507
"JAP","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.105897870736763
"ASK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.221825962910128
"ALU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.264864864864865
"GNL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.363288718929254
"NWT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.285714285714286
"NUN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.297734627831715
"YUK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.253153153153153
"ABT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.259938837920489
"BRC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.208852599914052
"MAN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.368773234200743
"SAS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.334636434714621
"LAB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.340689655172414
"NBR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.367581930912312
"NFL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.336318407960199
"NSC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.363881401617251
"ONT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.309621523027816
"QUE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.308282208588957
"COL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.191875226695684
"IDA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.167289331672893
"MNT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.208240035826243
"ORE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.13618320610687
"WAS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.174018615944962
"WYO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.205882352941176
"ILL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.285154549412277
"MIN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.34796573875803
"NDA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.384547069271758
"SDA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.338204592901879
"WIS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.343667892800841
"CNT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.31841952353283
"INI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.302255639097744
"MAI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.340451494813911
"MAS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.303474484256243
"MIC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.32313095835424
"NWH","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.346858638743456
"NWJ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.274340770791075
"NWY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.286131996658312
"OHI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.299798792756539
"PEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.284859641049241
"VER","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.340412621359223
"UTA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.14758527524485
"CAL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0871929824561403
"CHS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.084881343880544
"ALA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.165401122482668
"ARK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.22493100275989
"GEO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.163054351450483
"NCA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.18957182320442
"SCA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.174530111238972
"TEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.228407695456406
"IRQ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.184134150274105
"BZE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0346539041035186
"BZC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.037037037037037
"NZN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0617367706919946
"NZS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0516332982086407
"LEE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0762548262548263
"GUY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.050147036062529
"VEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0343384615384615
"NWG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.00914748444177851
"VIE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0485649282464123
"MYA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0510956707642972
"WHM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.120628389751262
"NCB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0715421303656598
"IND","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0459501557632399
"PER","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0261527201756526
"PAN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0718712514994002
"ARU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0774647887323944
"VNA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0955259975816203
"CLM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0293962402046368
"CUB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0396201702685003
"COS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0691218130311615
"ELS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0871911388809997
"GUA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0675855398379882
"HON","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0867293625914316
"NIC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.102332709007322
"DOM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0485510930350788
"HAI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0482870245481521
"CHH","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0887163848073191
"LAO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0616740088105727
"THA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0351508441738168
"BZS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.036950146627566
"AGE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0444569499155881
"URU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0386266094420601
"CHT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0777209434498437
"ASS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0619399465492847
"EHM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0641311475409836
"NEP","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0813498532768177
"PHI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0215274772825617
"GAL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.053781512605042
"ECU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0292103810049696
"BAN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0770883054892601
"JAW","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0330855018587361
"LSI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0395942408376963
"ALG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.237513873473918
"TAI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0916990624285388
"EAI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.264087870105062
"IRN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.128470936690115
"LBS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.195685670261941
"PAR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0411731528482797
"KGZ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.16132341626058
"POR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.371996996996997
"BZN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.035582914195631
"ARI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.133074577210979
"MOL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0262275083867033
"PUE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0716981132075472
"ERI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0704989154013015
"ETH","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0396058732612056
"SOM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0290086069493146
"SUD","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0436507936507936
"SAU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.127413127413127
"YEM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0850652489125181
"IOW","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.350189633375474
"KAN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.279538904899135
"MSO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.262287334593573
"NEB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.33631977946244
"OKL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.221149627029399
"NEV","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.1284046692607
"NWM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.156331122007499
"TEX","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.12436974789916
"MXC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0541554959785523
"MXG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0743622448979592
"MXN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0641812865497076
"AGS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0291308500477555
"CLC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0189117451891175
"CLN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0205479452054795
"MXI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0996168582375479
"CHN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.150615496017379
"KOR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.186111979981232
"NSW","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0225806451612903
"NTA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0131481022078889
"QLD","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0149945142021212
"SOA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0138845061533607
"VIC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0244122965641953
"MXT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0644075160204192
"CLS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0268505079825835
"PAK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.133787346221441
"CPP","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.00775392502403076
"OFS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0302914110429448
"NAT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0266693006716713
"LES","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0304692260816575
"TVL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0278090943254416
"SWZ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0369805566145635
"PEI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.426136363636364
"RHO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.341389728096677
"WVA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.295608108108108
"VRG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.225943033102386
"SRL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0552407932011331
"SUL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0243063024306302
"CRL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0212150433944069
"JAM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0628050764725024
"WAU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.00490478938257357
"MDG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.00656340246783933
"BUL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.395414012738854
"AND","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0619469026548673
"CBD","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0591700819672131
"YAK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.29493670886076
"ZAI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.023095666913868
"TAN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0182455416967323
"MOZ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0247211895910781
"MLW","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0207671116762026
"ZAM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0207388204795852
"KEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0243213557194414
"ZIM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0256410256410256
"BOT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0413290113452188
"BEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0366695427092321
"BKN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0325112107623318
"GHA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.02735368956743
"GUI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.024975024975025
"IVO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0267833465924158
"LBR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0242647058823529
"MLI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0318230852211435
"MTN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0811078140454995
"NGR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0419384902143523
"NGA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0278650743767023
"SEN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0380408939610081
"TOG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.033563672260612
"BUR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0268240343347639
"CMN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.022659679932021
"CAF","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0371475054229935
"CON","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0325839858550139
"GAB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0240288346015218
"GGI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0321576763485477
"DJI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0665813060179257
"SOC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0471938775510204
"UGA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0317258883248731
"ANG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0237479806138934
"EQG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0314905528341498
"NAM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0263227165043432
"UZB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.148582333696838
"BAH","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0592592592592593
"CAY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0830324909747292
"NLA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0681818181818182
"TRT","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.088715953307393
"TCI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0347394540942928
"WIN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0832095096582467
"TZK","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.134916974169742
"NWC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.00968523002421308
"TKM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.198272624859181
"CNY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.209459459459459
"AFG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.126352993152198
"AZO","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.511070110701107
"CYP","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.281001832620648
"BLZ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.120309050772627
"FRG","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0588701684836472
"SUR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0618692408951294
"KAZ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.192409365558912
"RWA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0344281757024139
"CHQ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.168943533697632
"CAB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0515574650912997
"COM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0237010027347311
"FIJ","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0128654970760234
"MOR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.214760322733745
"VAN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0246212121212121
"GAM","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.048689138576779
"GNB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0386779184247539
"SIE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0248400451637185
"CHA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0483946021405305
"CPV","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.101666666666667
"SIC","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.358475585549821
"BAL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.365241004752206
"SAR","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.391156462585034
"TUN","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.273105745212323
"KRI","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.275950668036999
"ALB","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.408733624454148
"TUE","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.441429217548621
"KRY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.440677966101695
"RUS","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.472261072261072
"LBY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.224590163934426
"PAL","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.19407300325262
"OMA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.0983981693363844
"WSA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.148717948717949
"FLA","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.124438742783836
"KTY","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.255359695092901
"LOU","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",0.177489177489178
