"","area","trait","completeness"
"1685","AND","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.040929203539823
"1686","CBD","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0453381147540984
"1687","YAK","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.234810126582278
"1688","ZAI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.012607267719038
"1689","TAN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.013297598185754
"1690","MOZ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0178438661710037
"1691","MLW","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0165289256198347
"1692","ZAM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0152300712896954
"1693","KEN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0178879648517182
"1694","ZIM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0191832858499525
"1695","BOT","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0307941653160454
"1696","BEN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0319240724762727
"1697","BKN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0381165919282511
"1698","GHA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0244910941475827
"1699","GUI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.022977022977023
"1700","IVO","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0220100769026783
"1701","LBR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0143382352941176
"1702","MLI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0329018338727077
"1703","MTN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0583580613254204
"1704","NGR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0438024231127679
"1705","NGA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0186465535302745
"1706","SEN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0351878269139325
"1707","TOG","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0345508390918065
"1708","BUR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.01931330472103
"1709","CMN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0126044469621867
"1710","CAF","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0200650759219089
"1711","CON","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0113665066936095
"1712","GAB","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00740889066880256
"1713","GGI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0186721991701245
"1714","DJI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0537772087067862
"1715","SOC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0369897959183673
"1716","UGA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0222081218274112
"1717","ANG","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0137318255250404
"1718","EQG","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00629811056682995
"1719","NAM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0173729928928665
"1720","UZB","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0937840785169029
"1721","BAH","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0314814814814815
"1722","CAY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0469314079422383
"1723","NLA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0537190082644628
"1724","TRT","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.112062256809339
"1725","TCI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.032258064516129
"1726","WIN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0916295195641407
"1727","TZK","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0867158671586716
"1728","NWC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00484261501210654
"1729","TKM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.112279384153211
"1730","CNY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.138820638820639
"1731","AFG","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0757676165230837
"1732","AZO","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.411439114391144
"1733","CYP","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.168601099572389
"1734","BLZ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0612582781456954
"1735","FRG","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.196630327056492
"1736","SUR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.18845985081176
"1737","KAZ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.126132930513595
"1738","RWA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0249307479224377
"1739","CHQ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.133424408014572
"1740","CAB","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00644468313641246
"1741","COM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0127620783956244
"1742","FIJ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00760233918128655
"1743","MOR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.138822971048885
"1744","VAN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0132575757575758
"1745","GAM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0561797752808989
"1746","GNB","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0344585091420534
"1747","SIE","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0195709446744449
"1748","CHA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0400186133085156
"1749","CPV","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0816666666666667
"1750","SIC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.240571655418817
"1751","BAL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.247114731839783
"1752","SAR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.266763848396501
"1753","TUN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.1744379683597
"1754","KRI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.176258992805755
"1755","ALB","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.245123726346434
"1756","TUE","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.274084124830393
"1757","KRY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.270294380017841
"1758","RUS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.308158508158508
"1759","LBY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.136065573770492
"1760","PAL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.107336465486086
"1761","OMA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0541571319603356
"1762","WSA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0717948717948718
"1763","FLA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0339961513790892
"1764","KTY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0605050023820867
"1765","LOU","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.041991341991342
"1766","MRY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0749007936507936
"1767","MSI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0448746150461945
"1768","DEL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.08311345646438
"1769","WDC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0878504672897196
"1770","NFK","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0140449438202247
"1771","OGA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0550724637681159
"1772","SWC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.102661596958175
"1773","RUW","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.441042345276873
"1774","CPI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0717703349282297
"1775","EGY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.11070110701107
"1776","SIN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0893141945773525
"1777","KUW","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.101928374655647
"1778","MDR","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.295739348370927
"1779","SEL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.315217391304348
"1780","CVI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.107692307692308
"1781","NNS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0742890307603018
"1782","HAW","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00739523418241578
"1783","MAU","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0189673340358272
"1784","SCS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0384615384615385
"1785","SCZ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0122448979591837
"1786","TAS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0105146651909242
"1787","ATP","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0334928229665072
"1788","MAQ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0612244897959184
"1789","MRN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0447761194029851
"1790","KER","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.015625
"1791","SEY","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.029126213592233
"1792","REU","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0174537987679671
"1793","ROD","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0418848167539267
"1794","MCI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0571428571428571
"1795","GST","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0872576177285319
"1796","LDV","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0494505494505494
"1797","XMS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0422535211267606
"1798","SVA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.321428571428571
"1799","WAK","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1800","ALD","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0202020202020202
"1801","CGS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0192307692307692
"1802","MDV","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0251572327044025
"1803","CKI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0266666666666667
"1804","GIL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0315789473684211
"1805","NRU","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0350877192982456
"1806","NUE","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0319634703196347
"1807","PHX","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1808","SAM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0147991543340381
"1809","TOK","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0163934426229508
"1810","TON","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0249520153550864
"1811","TUV","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0384615384615385
"1812","WAL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0260586319218241
"1813","COO","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0102739726027397
"1814","LIN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.04
"1815","PIT","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1816","SCI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0114754098360656
"1817","TUA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0201342281879195
"1818","TUB","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00804289544235925
"1819","MCS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1820","MRS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.024390243902439
"1821","DSV","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0357142857142857
"1822","CTM","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0112994350282486
"1823","JNF","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0125523012552301
"1824","EAS","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.05
"1825","MRQ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.00828729281767956
"1826","FAL","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0546448087431694
"1827","KZN","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0212765957446809
"1828","STH","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0121951219512195
"1829","BER","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0459183673469388
"1830","TDC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0306122448979592
"1831","HMD","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0909090909090909
"1832","KEG","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0625
"1833","MPE","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.125
"1834","CRZ","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0909090909090909
"1835","SGE","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.130434782608696
"1836","ASC","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0.0967741935483871
"1837","ASP","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1838","SSA","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1839","HBI","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1840","ANT","Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",0
"1841","BOL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0696793397375186
"1842","AGW","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0481522956326988
"1843","BZL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0310004436557232
"1844","MLY","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0241332426920462
"1845","SUM","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0235278300618446
"1846","BIS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0411622276029056
"1847","SOL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0392506690454951
"1848","BOR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0160741622724953
"1849","MXE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0372520993389316
"1850","MXS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0435249480993629
"1851","DEN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.142619311875694
"1852","FIN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.114322141946451
"1853","FOR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.254189944134078
"1854","GRB","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0944462919853675
"1855","ICE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.128498727735369
"1856","IRE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.14968814968815
"1857","NOR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.14016433059449
"1858","SWE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0814954276492738
"1859","AUT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0942353250855488
"1860","BGM","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.150636132315522
"1861","CZE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0964984835952578
"1862","GER","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0900214336746844
"1863","HUN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.124556562869531
"1864","NET","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.148108108108108
"1865","POL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.117565217391304
"1866","SWI","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.108067877344448
"1867","COR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.16704910509408
"1868","FRA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0881189685176396
"1869","SPA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0899431307991619
"1870","GRC","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0894846139324146
"1871","ITA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0923231309583542
"1872","ROM","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.108855047941342
"1873","YUG","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.092537864794976
"1874","BLT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.171658986175115
"1875","BLR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.189317106152806
"1876","RUC","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.152986886838271
"1877","RUE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.128740157480315
"1878","RUN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.142102482831484
"1879","UKR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.110497237569061
"1880","ALT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.103223330775134
"1881","BRY","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.107241569928137
"1882","CTA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.103335513407456
"1883","IRK","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.121621621621622
"1884","KRA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.112254443405051
"1885","TVA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.104301708898055
"1886","WSB","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.12184315463004
"1887","AMU","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.109103544127867
"1888","KAM","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.104203152364273
"1889","KHA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0934981192907039
"1890","KUR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0962047661076787
"1891","MAG","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0904
"1892","PRM","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0916833667334669
"1893","SAK","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.107655502392345
"1894","NCS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0874450415241817
"1895","TCS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.065368815859975
"1896","TUR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0456602635019612
"1897","CHC","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0227970409138946
"1898","CHI","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0694133452754142
"1899","CHM","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0887096774193548
"1900","CHX","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0637311703360371
"1901","MON","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0738732633005761
"1902","JAP","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0476728848690409
"1903","ASK","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0763195435092725
"1904","ALU","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0918918918918919
"1905","GNL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.131931166347992
"1906","NWT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.108108108108108
"1907","NUN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.118122977346278
"1908","YUK","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0837837837837838
"1909","ABT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0880733944954128
"1910","BRC","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0734851740438333
"1911","MAN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.132342007434944
"1912","SAS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.112587959343237
"1913","LAB","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.131034482758621
"1914","NBR","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.161204605845881
"1915","NFL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.12636815920398
"1916","NSC","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.155435759209344
"1917","ONT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.152758777929777
"1918","QUE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.138548057259714
"1919","COL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0562205295611172
"1920","IDA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0572851805728518
"1921","MNT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0658307210031348
"1922","ORE","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0491603053435114
"1923","WAS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0598947794415216
"1924","WYO","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.0636523266022827
"1925","ILL","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.161079669133653
"1926","MIN","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.152569593147752
"1927","NDA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.146536412078153
"1928","SDA","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.131524008350731
"1929","WIS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.163426169206516
"1930","CNT","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.174898314933178
"1931","INI","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.176441102756892
"1932","MAI","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.165344722391702
"1933","MAS","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.159066232356135
"1934","MIC","Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",0.162067235323633
